# t 	 IC 	 IH 	 IHC 
0.101	0.0674229756403942	0.8446638602955486	0.02192189832984357
0.10200000000000001	0.06728025649848679	0.8450879555881912	0.021716445247171725
0.10300000000000001	0.06714195076410691	0.8455581740458586	0.021517693540255765
0.10400000000000001	0.06700805756250074	0.8460744362910791	0.021325631425299113
0.105	0.06687857603983717	0.8466366618867348	0.02114024704283361
0.106	0.0667535053632912	0.8472447693318769	0.02096152845816174
0.107	0.06663284472112695	0.8478986760575964	0.020789463661813223
0.108	0.0665165933227817	0.8485982984229276	0.020624040570017044
0.109	0.06643474389075643	0.843608534013699	0.019997204542212915
0.11	0.06633515917025064	0.8438784666921103	0.019790951275345695
0.111	0.0662408890951164	0.8441953389265705	0.01959317216695185
0.112	0.06615193294221154	0.8445590700221114	0.019403855762015216
0.113	0.06606829000951003	0.8449695782766655	0.01922299054075406
0.114	0.06598995961618123	0.845426780977497	0.01905056491912629
0.115	0.06591694110266909	0.8459305943976765	0.018886567249349916
0.116	0.06584923383077226	0.8464809337926164	0.0187309858204372
0.117	0.0657868371837241	0.8470777133966254	0.018583808858744378
0.11800000000000001	0.06572975056627407	0.8477208464195303	0.018445024528535227
0.11900000000000001	0.06567797340476886	0.848410245043332	0.018314620932560352
0.12	0.06563150514723357	0.8491458204189115	0.018192586112650292
0.121	0.06559034526345488	0.8499274826627774	0.01807890805032463
0.122	0.06555449324506284	0.8507551408538783	0.01797357466741521
0.123	0.06552394860561425	0.8516287030304447	0.017876573826704975
0.124	0.06549871088067577	0.8525480761868942	0.017787893332581798
0.125	0.06547877962790824	0.8535131662707791	0.01770752093170737
0.126	0.06546415442714991	0.8545238781798004	0.01763544431370147
0.127	0.09198011230886635	0.8557507651047402	0.03185079414306112
0.128	0.09175136824743503	0.8570195625584361	0.03173670221569845
0.129	0.0915274195404812	0.8583300569526536	0.03162905073902971
0.13	0.09136997902253627	0.8436166290093876	0.031092001538185466
0.131	0.09116668400135078	0.844516449395123	0.030965314353896562
0.132	0.09096908877048025	0.8454593158801847	0.030846916946627605
0.133	0.09077719245565728	0.8464451344253072	0.030736796782194636
0.134	0.09059099421257864	0.8474738100130421	0.030634941295096
0.135	0.09041049322697113	0.8485452466454408	0.030541337889166388
0.136	0.0902356887146569	0.8496593473417791	0.0304559739382442
0.137	0.09006657992162027	0.8508160141363565	0.03037883678685502
0.138	0.08990316612407244	0.8520151480763386	0.03030991375090985
0.139	0.0897454466285181	0.8532566492196609	0.030249192118418113
0.14	0.08959342077182078	0.8545404166330017	0.030196659150216184
0.14100000000000001	0.08944708792126879	0.855866348389799	0.030152302080711155
0.14200000000000002	0.08930644747464027	0.8572343415683373	0.030116108118639105
0.14300000000000002	0.08917149886026915	0.8586442922499008	0.030088064447839683
0.14400000000000002	0.08904224153711032	0.8600960955169729	0.030068158228044903
0.145	0.08891867499480473	0.8615896454515184	0.0300563765956841
0.146	0.08880079875374468	0.8631248351333185	0.030052706664703426
0.147	0.08868861236513849	0.8647015566383627	0.03005713552740159
0.148	0.08858211541107551	0.8663197010373307	0.03006965025528001
0.149	0.21087569664380112	0.8679552820347137	0.04434444708007266
0.15	0.2104059550565607	0.8694858031048153	0.04384039779343501
0.151	0.20994242293051837	0.8710610603568599	0.04334623103106605
0.152	0.20948510040789406	0.8726809413659625	0.042861934432638416
0.153	0.20903398765457987	0.8743453326913845	0.042387495608900275
0.154	0.20858908486021627	0.8760541198754198	0.041922902142698865
0.155	0.20815039223826984	0.8778071874423462	0.04146814159001992
0.156	0.20771791002611045	0.879604418897459	0.04102320148104111
0.157	0.20729163848508747	0.881445696726174	0.04058806932120173
0.158	0.20687157790060662	0.8833309023931973	0.04016273259228638
0.159	0.20645772858220637	0.8852599163417872	0.03974717875352467
0.16	0.20605009086363335	0.8872326179930723	0.03934139524270549
0.161	0.2056486651029178	0.8892488857454575	0.03894536947730655
0.162	0.2052534516824488	0.8913085969741094	0.03855908885563911
0.163	0.20486445100904907	0.893411628030507	0.03818254075800774
0.164	0.20448166351404828	0.8955578542420901	0.03781571254788492
0.165	0.2041050896533584	0.8977471499119715	0.037458591573101094
0.166	0.20373472990754432	0.8999793883187381	0.03711116516704964
0.167	0.20337058478190012	0.9022544417163335	0.03677342064990682
0.168	0.20301265480651728	0.9045721813340187	0.036445345329866534
0.169	0.20266094053635914	0.9069324773764254	0.036126926504390644
0.17	0.20231544255132985	0.9093351990236813	0.03581815146147366
0.171	0.20216669442504093	0.8770052574824635	0.0356088926605118
0.17200000000000001	0.2018527287664884	0.8790683366755759	0.03533513255867525
0.17300000000000001	0.20154588654504638	0.8811755432837274	0.035072914573362306
0.17400000000000002	0.20124616837561682	0.8833267552584022	0.034822227163804516
0.17500000000000002	0.20095357489733598	0.8855218496205358	0.03458305878735843
0.176	0.20066810677363073	0.8877607024610793	0.034355397900725004
0.177	0.2003897646922768	0.8900431889416394	0.03413923296118264
0.178	0.20011854936545498	0.8923691832952152	0.03393455242783402
0.179	0.1998544615298066	0.894738558827006	0.03374134476286555
0.18	0.19959750194648798	0.8971511879153065	0.033559598432820935
0.181	0.19934767140122556	0.899606942012493	0.033389301909887696
0.182	0.19910497070436628	0.9021056916460869	0.03323044367319687
0.183	0.19886940069093256	0.9046473064199129	0.03308301221013626
0.184	0.19864096222067051	0.9072316550153349	0.03294699601767616
0.185	0.19841965617810217	0.9098586051925897	0.03282238360370892
0.186	0.1982054834725724	0.9125280237922071	0.03270916348840093
0.187	0.19799844503829808	0.9152397767365135	0.03260732420555793
0.188	0.19779854183441284	0.9179937290312331	0.03251685430400283
0.189	0.19760577484501604	0.9207897447671732	0.032437742348966715
0.19	0.19742014507921243	0.9236276871220161	0.03236997692349218
0.191	0.19724165357115933	0.9265074183621783	0.03231354662984967
0.192	0.19707030138010528	0.9294287998447859	0.032268440090966036
0.193	0.1969060895904329	0.9323916920197365	0.032234645951865974
0.194	0.1967490193116966	0.9353959544318485	0.032212152881125285
0.195	0.19692699454279777	0.894085680262771	0.03301397572180011
0.196	0.19680911110653343	0.8968015157291447	0.03306052220361671
0.197	0.1966992760456481	0.8995607289804565	0.03312030114048691
0.198	0.19659749047790623	0.9023631909961701	0.0331933024916567
0.199	0.19650375554519248	0.9052087719502693	0.03327951624486471
0.2	0.19641807241353676	0.908097341213685	0.03337893241770585
0.201	0.19634044227313804	0.9110287673568159	0.03349154105900595
0.202	0.19613766727173423	0.9478653206194174	0.01143490556917758
0.203	0.19594195101928855	0.9503605122985644	0.011524671076443959
0.20400000000000001	0.19575338296402706	0.9528970415431993	0.011625781927812776
0.20500000000000002	0.19557196403718916	0.9554747755586678	0.01173822814559788
0.20600000000000002	0.19539769519348923	0.958093580730909	0.011861999779804655
0.20700000000000002	0.19523057741113553	0.9607533226291941	0.01199708690952879
0.20800000000000002	0.19507061169184775	0.9634538660089669	0.012143479644365709
0.209	0.19491779906087256	0.9661950748147637	0.012301168125829536
0.21	0.19477214056699715	0.9689768121832381	0.012470142528782396
0.211	0.19463363728256325	0.9717989404462766	0.012650393062873562
0.212	0.19450229030347554	0.9746613211342008	0.012841909973987887
0.213	0.19485107085543618	0.9269491098119124	0.014668807659282223
0.214	0.19476383608850245	0.9295680147567938	0.014953750095904838
0.215	0.1946846625777245	0.9322294699149096	0.015251915855262149
0.216	0.19461355139771547	0.9349333501930968	0.015563296453766945
0.217	0.19455050364538093	0.9376795297943677	0.01588788344587648
0.218	0.194495520439917	0.9404678822212057	0.016225668425418158
0.219	0.19444860292280702	0.9432982802789364	0.016576643026922546
0.22	0.19440975225781434	0.9461705960792012	0.01694079892696481
0.221	0.19437896963097703	0.949084701043506	0.01731812784551342
0.222	0.1943562562505972	0.9520404659068631	0.01770862154728677
0.223	0.19434161334723066	0.9550377607215221	0.018112271843116843
0.224	0.2074108467042917	0.9579181055850315	0.005392377613881441
0.225	0.20717400088531213	0.9608359817586218	0.0056955929378684775
0.226	0.20694471990520075	0.9637913619365706	0.006010122880158217
0.227	0.20672300458601245	0.9667841140484452	0.006335958874608014
0.228	0.2065088557795343	0.9698141053572692	0.006673092421128081
0.229	0.20630227436725115	0.9728812024637997	0.007021515086998209
0.23	0.2061032612603099	0.9759852713109084	0.007381218508191645
0.231	0.20591181739947828	0.9791261771880496	0.007752194390705354
0.232	0.20572794375510545	0.9823037847358201	0.008134434511897215
0.233	0.2055516413270766	0.9855179579506096	0.008527930721828936
0.234	0.20538291114476834	0.9887685601893462	0.008932674944615623
0.23500000000000001	0.20522175426699926	0.9920554541743368	0.009348659179781182
0.23600000000000002	0.20506817178197995	0.9953785019981978	0.009775875503619368
0.23700000000000002	0.2056600483576896	0.9413363151563677	0.01335609745993866
0.23800000000000002	0.20555867868143457	0.9444812296504133	0.013911191077628398
0.23900000000000002	0.20546578522481038	0.9476650167090315	0.014479504216390493
0.24	0.20538136904615462	0.9508875542731399	0.015061030199636005
0.241	0.20530543123162825	0.9541487197453284	0.015655762424383674
0.242	0.2053787216871837	1.0716530703502383	-0.006048827019777948
0.243	0.2054542397177604	1.0743217496865736	-0.005650562084182669
0.244	0.20553916283284576	1.0770297627049774	-0.005237277597549626
0.245	0.20563349261127203	1.0797769844685727	-0.004808979243010552
0.246	0.20573723065983412	1.0825632895731432	-0.004365672612308642
0.247	0.205850378613206	1.0853885521526345	-0.003907363204560844
0.248	0.20597293813385267	1.0882526458847404	-0.003434056425016777
0.249	0.20610491091194266	1.0911554439965574	-0.002945757583815976
0.25	0.2062462986652541	1.0940968192703533	-0.002442471894741985
0.251	0.206397103139081	1.0970766440493884	-0.0019242044739752593
0.252	0.20655732610613595	1.1000947902438403	-0.0013909603388430566
0.253	0.20672696936644933	1.1031511293368048	-0.0008427444065689034
0.254	0.2069060347472672	1.1062455323903804	-0.0002795614930192823
0.255	0.20709452410294524	1.109377870051841	0.00029858368854967414
0.256	0.23950580204580357	1.11228179482758	-0.021163062014129506
0.257	0.23949417452752342	1.1152195858416167	-0.020633280570053102
0.258	0.2394914670921959	1.1181912893282173	-0.020090368206628403
0.259	0.2394976810510411	1.121196775300322	-0.019534329926652026
0.26	0.23951281774973204	1.1242359133817874	-0.018965170609804054
0.261	0.23953687856826172	1.1273085728140737	-0.018382895011485382
0.262	0.23956986492080637	1.130414622463027	-0.017787507761653918
0.263	0.23961177825558821	1.1335539308257374	-0.017179013363662038
0.264	0.23966262005473052	1.1367263660374824	-0.016557416193092957
0.265	0.23972239183411392	1.1399317958787551	-0.015922720496598916
0.266	0.23979109514322658	1.1431700877823707	-0.01527493039073888
0.267	0.23986873156501284	1.1464411088406583	-0.014614049860818412
0.268	0.23995530271571752	1.1497447258127373	-0.013940082759729546
0.269	0.24130540485420898	1.0901286683037572	-0.007145807152259705
0.27	0.24145793257807197	1.09336588974402	-0.006290867742129002
0.271	0.24162029316396388	1.0966390559124586	-0.005420818085745296
0.272	0.241792488175837	1.0999480522784768	-0.004535660985933292
0.273	0.24197451920916055	1.103292764050972	-0.0036353991235467497
0.274	0.2421663878907607	1.1066730761849595	-0.002720035056508513
0.275	0.2423680958786614	1.1100888733882797	-0.001789571218853797
0.276	0.24257964486191766	1.1135400401283637	-0.0008440099197745635
0.277	0.24280103656045027	1.11702646063907	0.00011664665733160254
0.278	0.24303227272487465	1.1205480189275945	0.0010923964558116755
0.279	0.24327335513632753	1.1241045987814406	0.002083237546702147
0.28	0.2435242856062916	1.127696083775462	0.0030891681296727645
0.281	0.24378506597641542	1.131322357278971	0.0041101865339646226
0.28200000000000003	0.2440556981183318	1.1349833024629152	0.005146291219325876
0.28300000000000003	0.24433618393347312	1.1386788023071142	0.006197480776942506
0.28400000000000003	0.24462652535288193	1.1424087396075717	0.007263753930365527
0.28500000000000003	0.2461585309284973	1.3887457790813404	-0.016305059185963203
0.28600000000000003	0.24651715312110817	1.3915403903848018	-0.01571350288020144
0.28700000000000003	0.42830770465007595	1.394041037098841	-0.04181023965053907
0.28800000000000003	0.4286199692742227	1.3965712417497642	-0.04082001637892561
0.289	0.42894249453476346	1.3991311009360448	-0.03981485804771848
0.29	0.429275280561415	1.4017204945893902	-0.038794767101297555
0.291	0.4295502972144207	1.3874631192169775	-0.049140414209930657
0.292	0.4298346217766453	1.3895383984016263	-0.04820471548022556
0.293	0.43012829938146224	1.3916417299956032	-0.04725590788808126
0.294	0.4304313301252774	1.3937729943177757	-0.04629399332594743
0.295	0.4307437141405221	1.395932071593126	-0.04531897352420873
0.296	0.43106545159543674	1.3981188419605783	-0.04433085005055486
0.297	0.43139654269384803	1.400333185480873	-0.04332962430935735
0.298	0.43173698767494806	1.4025749821445088	-0.04231529754105474
0.299	0.4320867868130642	1.4048441118797221	-0.04128787082154431
0.3	0.4278219985265356	1.4067116768541545	-0.07593911604388665
0.301	0.4279342379480108	1.4086024180557946	-0.07508821376090984
0.302	0.4157367230025055	1.411289428285223	-0.009949031605931944
0.303	0.4156025942284154	1.413996543915836	-0.009200181187543368
0.304	0.4154768022164511	1.416723128194671	-0.008441869465086245
0.305	0.41535934681128434	1.4194690595614832	-0.007674097611703062
0.306	0.4152502279053549	1.422234216459414	-0.006896866608199929
0.307	0.4172012436435105	1.3377814600503561	-0.0184513507185911
0.308	0.41702921435010604	1.3400477083654092	-0.0175750823011661
0.309	0.4168654985790924	1.3423362197633837	-0.016689133404855064
0.31	0.4167100958271565	1.3446468937217184	-0.015793504899560898
0.311	0.4165630056364573	1.3469796297073546	-0.0148881974949013
0.312	0.4164242275943705	1.34933432718348	-0.01397321174004498
0.313	0.4186757193512325	1.2897267307270601	-0.0006533959682644341
0.314	0.41861938398391835	1.2921995378742426	0.0005095040115893536
0.315	0.41857224416064953	1.2946986508812977	0.0016841207830744147
0.316	0.4185342994422917	1.2972239895751028	0.0028704540720719826
0.317	0.41850554943378176	1.2997754737891674	0.004068503742264373
0.318	0.41848599378389284	1.3023530233690528	0.0052782697951288685
0.319	0.4184756321849955	1.304956558177816	0.006499752369924859
0.32	0.42109205639213404	1.2468756183399519	0.02140721400836718
0.321	0.4211690104642996	1.249642773963941	0.02289299087036142
0.322	0.42125604086022217	1.2524404621196505	0.024392521551005193
0.323	0.4247651772639132	1.2547635938997546	-0.016106564254467163
0.324	0.4246242269222748	1.2571131711676424	-0.01476451111823733
0.325	0.4244928426317707	1.2594894705229487	-0.013410520716675646
0.326	0.42437102376179897	1.2618924339383981	-0.01204459279280454
0.327	0.42425876973132454	1.264322003397091	-0.01066672696488899
0.328	0.4241560800086558	1.266778120896594	-0.009276922726698562
0.329	0.42412747779947996	1.333991812943741	-0.01926554246560792
0.33	0.42411294454796017	1.335882528884654	-0.01801138743820951
0.331	0.42410888977136174	1.3378007456958385	-0.016743462607146018
0.332	0.4241153133265489	1.3397464065718852	-0.015461766467586433
0.333	0.42413221511878707	1.3417194547965163	-0.01416629738132088
0.334	0.4241595951015005	1.3437198337471175	-0.012857053577037458
0.335	0.4241974532760272	1.3457474868992816	-0.011534033150605203
0.336	0.4242457896913726	1.3478023578313594	-0.010197234065361858
0.337	0.4243046044439634	1.34988439022902	-0.00884665415240864
0.338	0.424373897677399	1.3519935278898205	-0.007482291110909457
0.339	0.4244536695822002	1.3541297147277758	-0.006104142508397085
0.34	0.424543920395559	1.3562928947779465	-0.004712205781084699
0.341	0.4246446504010863	1.3584830122010223	-0.003306478234184231
0.342	0.42475585992855835	1.36070001128792	-0.0018869570422302175
0.343	0.42487754935366084	1.3629438364643744	-0.00045363924941060896
0.34400000000000003	0.4250097190977344	1.3652144322955446	0.0009934782300964852
0.34500000000000003	0.42515236962751535	1.367511743490616	0.002454398611779162
0.34600000000000003	0.42530550145487966	1.369835714907415	0.00392912524044145
0.34700000000000003	0.4254691151365824	1.3721862915570062	0.005417661589846745
0.34800000000000003	0.42527624981080836	1.3739665815084354	-0.04274291162848223
0.34900000000000003	0.4252088703333638	1.375769338888107	-0.04143082706034059
0.35000000000000003	0.42505122837478476	1.3213617479279922	-0.056922174290360616
0.35100000000000003	0.42490258648616913	1.3225974810333179	-0.05576474806454839
0.352	0.42476301135019534	1.3238547985198685	-0.054597128059572335
0.353	0.4246325031446972	1.3251336483585225	-0.053419310554422075
0.354	0.4245110620972421	1.3264339786455788	-0.05223129170119607
0.355	0.42439868848485385	1.327755737607045	-0.05103306752563239
0.356	0.4242953826337358	1.329098873602912	-0.049824633927646515
0.357	0.42420114491899025	1.3304633351314323	-0.04860598668187578
0.358	0.424115975764342	1.3318490708333834	-0.04737712143823011
0.359	0.424039875641854	1.333256029496334	-0.0461380337224498
0.36	0.4239728450716516	1.3346841600588906	-0.044888718936670506
0.361	0.4239148846216373	1.3361334116149508	-0.04362917235999465
0.362	0.42386599490721144	1.3376037334179307	-0.04235938914907013
0.363	0.4238261765909875	1.3390950748850001	-0.04107936433867593
0.364	0.7343057530423243	1.2796676479361164	0.09791381540389196
0.365	0.7335300970193034	1.2802050486700312	0.09834818796640232
0.366	0.732764389665019	1.280768936885726	0.09879480641929997
0.367	0.7320086316865326	1.2813592797685471	0.09925367455029369
0.368	0.7311493175095938	1.2140850289162337	0.08067701406190272
0.369	0.7303210379097933	1.2493593760556765	0.06430879407555143
0.37	0.7295802756313134	1.2488140656651052	0.06449371614643704
0.371	0.7288494708776301	1.2482950906566281	0.06469091290047836
0.372	0.7281286245690786	1.2478024192677866	0.06490038868247269
0.373	0.7274177376729405	1.2473360198333476	0.06512214792715235
0.374	0.7267168112032055	1.2468958607878324	0.06535619515856661
0.375	0.7260258462203402	1.2464819106680283	0.06560253498946073
0.376	0.7253448438310507	1.2460941381154966	0.06586117212064958
0.377	0.7246738051880462	1.2457325118790583	0.06613211134038931
0.378	0.7240127314898088	1.2453970008172692	0.06641535752374324
0.379	0.7233616239803533	1.2450875739008826	0.0667109156319451
0.38	0.7227204839489968	1.2448042002152944	0.06701879071175763
0.381	0.7220893127301226	1.2445468489629694	0.06733898789482773
0.382	0.7214681117029459	1.2443154894658628	0.06767151239703696
0.383	0.7208568822912795	1.244110091167811	0.06801636951784905
0.384	0.720255625963302	1.2439306236369168	0.06837356463965236
0.385	0.731856843342765	1.2442349847367964	0.10688317539246261
0.386	0.7310362957485549	1.2445618892306771	0.10718760497057421
0.387	0.7302252164503041	1.2449109996647754	0.10750257108792029
0.388	0.7294236066010187	1.2452822844555107	0.10782807847616208
0.389	0.7286314674044504	1.2456757121661701	0.10816413196043134
0.39	0.7278488001148569	1.246091251509141	0.10851073645856628
0.391	0.7270756060367575	1.2465288713481224	0.10886789698034241
0.392	0.7263118865246905	1.2469885407003192	0.1092356186267018
0.393	0.7255576429829715	1.2474702287386137	0.1096139065889768
0.394	0.7248128768654497	1.247973904793717	0.11000276614811104
0.395	0.7240775896752707	1.2484995383562965	0.11040220267387688
0.396	0.8112060465521778	1.2497606991436545	0.0687515400005035
0.397	0.810152201017482	1.250836983327988	0.06880050851135296
0.398	0.809108360798099	1.2519386602469458	0.06886187943105924
0.399	0.8089455224033126	1.2820158435199758	0.0452148491523571
0.4	0.8080704144128952	1.282598381915875	0.045215862421362316
0.401	0.8072062625046916	1.2832075139031667	0.04523120190952146
0.402	0.8063530688363914	1.2838432139125313	0.04526087469670924
0.403	0.8055108356065461	1.2845054566335583	0.04530488795080454
0.404	0.804679565054335	1.28519421701692	0.04536324892689685
0.405	0.8038592594593215	1.285909470276536	0.04543596496648673
0.406	0.8030499211412173	1.286651191891689	0.04552304349668141
0.40700000000000003	0.8020935571479435	1.6100136634785178	0.019735607960072496
0.40800000000000003	0.8011471519561919	1.6105784665735112	0.020230790937048184
0.40900000000000003	0.800210812662742	1.6111685522054782	0.02073854278535669
0.41000000000000003	0.7992845413232215	1.6117839051624347	0.021258872168277654
0.41100000000000003	0.7983683400312908	1.612424510517082	0.02179178782201658
0.41200000000000003	0.7974622109184165	1.6130903536285617	0.02233729855481761
0.41300000000000003	0.7965661561536429	1.6137814201441933	0.022895413246069984
0.41400000000000003	0.7956801779433688	1.614497696001153	0.023466140845410658
0.41500000000000004	0.7948042785311227	1.6152391674281406	0.024049490371822062
0.41600000000000004	0.7937755751814313	1.5203518549236417	-0.0026860190423823845
0.417	0.7927559387315992	1.520491248334014	-0.0023257168289498717
0.418	0.7917454794415866	1.5206546746553824	-0.001954583325319596
0.419	0.7907441992658066	1.5208421202302538	-0.0015726100397575197
0.42	0.7897521001937347	1.5210535716487694	-0.001179788428212718
0.421	0.7887691842497004	1.521289015749754	-0.0007761098952786954
0.422	0.7877954534926758	1.5215484396217407	-0.000361565795160319
0.423	0.78683091001607	1.5218318306039393	6.385256735638722e-05
0.424	0.7858755559475223	1.5221391762871832	0.000500153935931117
0.425	0.7849293934487	1.522470464514821	0.0009473471016909953
0.426	0.7839924247150947	1.5228256833835854	0.0014054409022506969
0.427	0.7830646519758226	1.5232048212444054	0.001874444220726055
0.428	0.782146077493426	1.5236078667031894	0.0023543659847484032
0.429	0.7812367035636771	1.5240348086215658	0.0028452151654709476
0.43	0.7803365325153815	1.524485636117579	0.0033470007765758047
0.431	0.7794455667101882	1.5249603385663473	0.0038597318732747094
