# t 	 Sigma_L 	 Sigma_R 	 ILR 
8.474	5.76	9.06	-2.029869591875808
8.475	5.76	9.08	-1.9721729769558918
8.476	5.76	9.08	-1.9726850500857942
8.477	5.76	9.08	-1.9731927955504127
8.478	5.76	9.08	-1.973696213349748
8.479000000000001	5.76	9.08	-1.9741953034837993
8.48	5.76	9.08	-1.974690065952565
8.481	5.76	9.08	-1.9751805007560472
8.482	5.76	9.08	-1.9756666078942458
8.483	5.76	9.08	-1.9761483873671595
8.484	5.76	9.08	-1.976625839174789
8.485	5.76	9.08	-1.9770989633171347
8.486	5.76	9.08	-1.9775677597941967
8.487	5.76	9.08	-1.9780322286059737
8.488	5.76	9.08	-1.978492369752467
8.489	5.76	9.1	-1.9962534092274824
8.49	5.76	9.1	-1.996606608215326
8.491	5.76	9.1	-1.9969558025547653
8.492	5.779999999999999	9.1	-2.005910217753906
8.493	5.779999999999999	9.1	-2.0062210518428434
8.494	5.779999999999999	9.1	-2.006528204300251
8.495000000000001	5.779999999999999	9.1	-2.0068316751261324
8.496	5.779999999999999	9.120000000000001	-1.9745187981765664
8.497	5.779999999999999	9.120000000000001	-1.9746366754338474
8.498	5.779999999999999	9.120000000000001	-1.9747511940764773
8.499	5.779999999999999	9.120000000000001	-1.974862354104457
8.5	5.779999999999999	9.120000000000001	-1.9749701555177888
8.501	5.779999999999999	9.120000000000001	-1.9750745983164695
8.502	5.779999999999999	9.120000000000001	-1.9751756825005011
8.503	5.779999999999999	9.120000000000001	-1.975273408069883
8.504	5.799999999999999	9.120000000000001	-2.0708531146252134
8.505	5.799999999999999	9.120000000000001	-2.071239829621025
8.506	5.799999999999999	9.120000000000001	-2.071623509019064
8.507	5.799999999999999	9.120000000000001	-2.0720041528193325
8.508000000000001	5.799999999999999	9.120000000000001	-2.0723817610218296
8.509	5.799999999999999	9.120000000000001	-2.0727563336265553
8.51	5.799999999999999	9.120000000000001	-2.073127870633509
8.511000000000001	5.799999999999999	9.120000000000001	-2.073496372042691
8.512	5.799999999999999	9.120000000000001	-2.0738618378541016
8.513	5.799999999999999	9.120000000000001	-2.0742242680677405
8.514	5.799999999999999	9.120000000000001	-2.074583662683607
8.515	5.799999999999999	9.120000000000001	-2.0749400217017038
8.516	5.799999999999999	9.120000000000001	-2.075293345122028
8.517	5.799999999999999	9.120000000000001	-2.0756436329445807
8.518	5.799999999999999	9.139999999999999	-2.045204337127354
8.519	5.799999999999999	9.159999999999998	-2.08630228575236
8.52	5.799999999999999	9.159999999999998	-2.0867455708168525
8.521	5.799999999999999	9.159999999999998	-2.087185820283574
8.522	5.799999999999999	9.159999999999998	-2.0876230341525224
8.523	5.799999999999999	9.159999999999998	-2.088057212423701
8.524000000000001	5.799999999999999	9.159999999999998	-2.088488355097107
8.525	5.799999999999999	9.159999999999998	-2.0889164621727416
8.526	5.799999999999999	9.159999999999998	-2.0893415336506056
8.527000000000001	5.799999999999999	9.159999999999998	-2.0897635695306964
8.528	5.8199999999999985	9.159999999999998	-2.0907865945627004
8.529	5.8199999999999985	9.159999999999998	-2.091180401443166
8.53	5.8199999999999985	9.159999999999998	-2.091570849708982
8.531	5.8199999999999985	9.159999999999998	-2.0919579393601495
8.532	5.8199999999999985	9.159999999999998	-2.092341670396665
8.533	5.8199999999999985	9.159999999999998	-2.0927220428185334
8.534	5.8199999999999985	9.159999999999998	-2.093099056625751
8.535	5.8199999999999985	9.159999999999998	-2.0934727118183183
8.536	5.8199999999999985	9.159999999999998	-2.093843008396235
8.537	5.8199999999999985	9.159999999999998	-2.094209946359503
8.538	5.8199999999999985	9.159999999999998	-2.094573525708123
8.539	5.8199999999999985	9.159999999999998	-2.094933746442092
8.540000000000001	5.8199999999999985	9.159999999999998	-2.09529060856141
8.541	5.8199999999999985	9.159999999999998	-2.09564411206608
8.542	5.8199999999999985	9.159999999999998	-2.0959942569560996
8.543000000000001	5.8199999999999985	9.159999999999998	-2.0963410432314706
8.544	5.8199999999999985	9.159999999999998	-2.0966844708921903
8.545	5.8199999999999985	9.159999999999998	-2.09702453993826
8.546	5.8199999999999985	9.159999999999998	-2.097361250369682
8.547	5.8199999999999985	9.159999999999998	-2.0976946021864524
8.548	5.8199999999999985	9.159999999999998	-2.0980245953885737
8.549	5.8199999999999985	9.159999999999998	-2.0983512299760454
8.55	5.8199999999999985	9.159999999999998	-2.098674505948868
8.551	5.8199999999999985	9.159999999999998	-2.098994423307041
8.552	5.8199999999999985	9.159999999999998	-2.099310982050563
8.553	5.8199999999999985	9.159999999999998	-2.0996241821794355
8.554	5.8199999999999985	9.159999999999998	-2.0999340236936592
8.555	5.8199999999999985	9.159999999999998	-2.100240506593233
8.556000000000001	5.8199999999999985	9.159999999999998	-2.100543630878156
8.557	5.8199999999999985	9.159999999999998	-2.1008433965484308
8.558	5.8199999999999985	9.159999999999998	-2.101139803604055
8.559000000000001	5.8199999999999985	9.159999999999998	-2.1014328520450296
8.56	5.8199999999999985	9.159999999999998	-2.1017225418713545
8.561	5.8199999999999985	9.159999999999998	-2.102008873083031
8.562	5.8199999999999985	9.159999999999998	-2.102291845680055
8.563	5.8199999999999985	9.159999999999998	-2.1025714596624314
8.564	5.8199999999999985	9.179999999999998	-2.1365544403373753
8.565	5.8199999999999985	9.179999999999998	-2.1368743301068416
8.566	5.8199999999999985	9.179999999999998	-2.1371911842785343
8.567	5.8199999999999985	9.2	-2.1287848132401677
8.568	5.8199999999999985	9.2	-2.1290342317213478
8.569	5.8199999999999985	9.219999999999999	-2.076389073487071
8.57	5.8199999999999985	9.219999999999999	-2.076585226495333
8.571	5.8199999999999985	9.219999999999999	-2.0767783439058234
8.572000000000001	5.8199999999999985	9.219999999999999	-2.076968425718543
8.573	5.8199999999999985	9.239999999999998	-2.082799670238749
8.574	5.8199999999999985	9.26	-2.08862788819044
8.575000000000001	5.8199999999999985	9.26	-2.088822435951672
8.576	5.8199999999999985	9.26	-2.089013948115132
8.577	5.8199999999999985	9.26	-2.0892024246808214
8.578	5.8199999999999985	9.26	-2.0893878656487392
8.579	5.8199999999999985	9.26	-2.0895702710188853
8.58	5.8199999999999985	9.26	-2.0897496407912586
8.581	5.8199999999999985	9.26	-2.0899259749658614
8.582	5.8199999999999985	9.26	-2.090099273542693
8.583	5.8199999999999985	9.28	-2.068862448012242
8.584	5.8199999999999985	9.28	-2.069170228649905
8.585	5.839999999999999	9.28	-2.0381559506045344
8.586	5.839999999999999	9.28	-2.0386901486733904
8.587	5.839999999999999	9.28	-2.0392213111444755
8.588000000000001	5.839999999999999	9.28	-2.0397494380177896
8.589	5.839999999999999	9.28	-2.040274529293331
8.59	5.839999999999999	9.28	-2.0407965849711003
8.591	5.859999999999999	9.28	-2.0249337700743757
8.592	5.859999999999999	9.28	-2.025405840184249
8.593	5.859999999999999	9.28	-2.0258745516794727
8.594	5.88	9.28	-2.1174194228583434
8.595	5.88	9.3	-2.0605508986269334
8.596	5.88	9.3	-2.0612059250170245
8.597	5.88	9.3	-2.0618575927924647
8.598	5.88	9.3	-2.062505901953256
8.599	5.88	9.3	-2.0631508524993976
8.6	5.88	9.3	-2.06379244443089
8.601	5.9	9.3	-2.074510413964418
8.602	5.9	9.3	-2.075303216638104
8.603	5.9	9.3	-2.07609233768026
8.604000000000001	5.9	9.3	-2.0768777770908886
8.605	5.9	9.32	-2.091329377413027
8.606	5.9	9.32	-2.0920058613677446
8.607	5.9	9.32	-2.0926783406740563
8.608	5.9	9.32	-2.0933468153319628
8.609	5.9	9.32	-2.094011285341463
8.61	5.9	9.32	-2.0946717507025565
8.611	5.9	9.32	-2.0953282114152447
8.612	5.9	9.32	-2.095980667479527
8.613	5.92	9.32	-2.0551979580123847
8.614	5.92	9.32	-2.0559261441149688
8.615	5.92	9.32	-2.056650002552268
8.616	5.92	9.32	-2.0573695333242843
8.617	5.92	9.32	-2.0580847364310157
8.618	5.92	9.32	-2.0587956118724633
8.619	5.92	9.32	-2.059502159648627
8.620000000000001	5.92	9.32	-2.060204379759506
8.621	5.94	9.32	-2.0464922385797504
8.622	5.94	9.32	-2.047264713799164
8.623	5.94	9.32	-2.048033184370171
8.624	5.94	9.32	-2.048797650292773
8.625	5.94	9.32	-2.049558111566968
8.626	5.94	9.32	-2.050314568192758
8.627	5.94	9.32	-2.0510670201701418
8.628	5.94	9.34	-2.059784580033409
8.629	5.94	9.34	-2.060469591195494
8.63	5.94	9.34	-2.061150920726052
8.631	5.94	9.34	-2.0618285686250815
8.632	5.94	9.34	-2.0625025348925834
8.633000000000001	5.94	9.34	-2.063172819528557
8.634	5.94	9.34	-2.063839422533003
8.635	5.94	9.34	-2.064502343905922
8.636000000000001	5.94	9.360000000000001	-2.0401038786443655
8.637	5.94	9.360000000000001	-2.040622396399327
8.638	5.94	9.360000000000001	-2.041137555539639
8.639	5.94	9.360000000000001	-2.0416493560653017
8.64	5.94	9.360000000000001	-2.0421577979763144
8.641	5.94	9.38	-2.0215023946950215
8.642	5.94	9.38	-2.021961635372192
8.643	5.94	9.38	-2.0224171944178337
8.644	5.94	9.38	-2.0228690718319475
8.645	5.94	9.38	-2.0233172676145337
8.646	5.94	9.38	-2.023761781765593
8.647	5.94	9.38	-2.0242026142851235
8.648	5.94	9.38	-2.0246397651731263
8.649000000000001	5.94	9.38	-2.0250732344296014
8.65	5.94	9.38	-2.0255030220545485
8.651	5.94	9.38	-2.0259291280479683
8.652000000000001	5.94	9.38	-2.0263515524098588
8.653	5.94	9.4	-2.124751757459657
8.654	5.94	9.4	-2.1248801904435872
8.655	5.94	9.4	-2.125004618779113
8.656	5.94	9.4	-2.12512504246623
8.657	5.94	9.4	-2.1252414615049418
8.658	5.94	9.4	-2.125353875895249
8.659	5.94	9.4	-2.125462285637149
8.66	5.94	9.4	-2.1255666907306425
8.661	5.94	9.4	-2.1256670911757314
8.662	5.94	9.4	-2.125763486972413
8.663	5.94	9.4	-2.1258558781206895
8.664	5.94	9.4	-2.12594426462056
8.665000000000001	5.94	9.4	-2.1260286464720246
8.666	5.94	9.42	-2.0969107195916723
8.667	5.94	9.42	-2.097010644973153
8.668000000000001	5.96	9.42	-2.1408851550105683
8.669	5.96	9.42	-2.141173098516151
8.67	5.96	9.42	-2.141457037373326
8.671	5.96	9.42	-2.141736971582096
8.672	5.96	9.42	-2.142012901142461
8.673	5.96	9.42	-2.1422848260544187
8.674	5.96	9.42	-2.14255274631797
8.675	5.96	9.42	-2.1428166619331166
8.676	5.96	9.42	-2.143076572899856
8.677	5.96	9.42	-2.14333247921819
8.678	5.96	9.42	-2.143584380888117
8.679	5.96	9.42	-2.1438322779096395
8.68	5.96	9.42	-2.1440761702827547
8.681000000000001	5.96	9.42	-2.144316058007466
8.682	5.96	9.42	-2.144551941083769
8.683	5.96	9.42	-2.1447838195116677
8.684000000000001	5.96	9.42	-2.1450116932911594
8.685	5.96	9.42	-2.1452355624222452
8.686	5.96	9.42	-2.1454554269049253
8.687	5.96	9.44	-2.1438026254501077
8.688	5.96	9.44	-2.1440526517531935
8.689	5.96	9.44	-2.1442983503909954
8.69	5.96	9.44	-2.1445397213635133
8.691	5.96	9.44	-2.144776764670746
8.692	5.96	9.44	-2.145009480312696
8.693	5.96	9.44	-2.1452378682893625
8.694	5.96	9.44	-2.145461928600743
8.695	5.96	9.44	-2.145681661246839
8.696	5.96	9.44	-2.1458970662276524
8.697000000000001	5.96	9.44	-2.146108143543181
8.698	5.96	9.44	-2.146314893193425
8.699	5.96	9.44	-2.146517315178386
8.700000000000001	5.96	9.44	-2.146715409498062
8.701	5.96	9.44	-2.146909176152454
8.702	5.96	9.44	-2.1470986151415623
8.703	5.96	9.44	-2.1472837264653872
8.704	5.96	9.44	-2.147464510123926
8.705	5.96	9.44	-2.147640966117182
8.706	5.96	9.44	-2.1478130944451532
8.707	5.96	9.46	-2.169917104186347
8.708	5.96	9.46	-2.170172338325164
8.709	5.96	9.46	-2.1704235678155737
8.71	5.96	9.46	-2.1706707926575786
8.711	5.96	9.46	-2.170914012851177
8.712	5.96	9.46	-2.1711532283963684
8.713000000000001	5.96	9.46	-2.171388439293155
8.714	5.96	9.46	-2.171619645541535
8.715	5.96	9.46	-2.17184684714151
8.716	5.96	9.46	-2.1720700440930782
8.717	5.96	9.46	-2.1722892363962405
8.718	5.96	9.46	-2.1725044240509974
8.719	5.96	9.48	-2.1214042983042654
8.72	5.96	9.48	-2.121538186389258
8.721	5.96	9.48	-2.121668392842723
8.722	5.96	9.48	-2.1217949176646598
8.723	5.96	9.48	-2.121917760855068
8.724	5.96	9.48	-2.1220369224139497
8.725	5.96	9.48	-2.1221524023413028
8.726	5.96	9.48	-2.1222642006371277
8.727	5.96	9.48	-2.1223723173014255
8.728	5.96	9.5	-2.1149040786092446
8.729000000000001	5.96	9.5	-2.1151594428153793
8.73	5.96	9.5	-2.1154108023731064
8.731	5.96	9.52	-2.059257501737264
8.732	5.96	9.540000000000001	-2.066320686367147
8.733	5.96	9.56	-2.0871345078521015
8.734	5.96	9.56	-2.087905408262905
8.735	5.96	9.56	-2.0886719810084244
8.736	5.96	9.56	-2.0894342260886587
8.737	5.96	9.56	-2.0901921435036104
8.738	5.96	9.56	-2.0909457332532764
8.739	5.96	9.56	-2.0916949953376593
8.74	5.96	9.56	-2.0924399297567575
8.741	5.96	9.56	-2.0931805365105713
8.742	5.96	9.56	-2.0939168155991017
8.743	5.96	9.56	-2.0946487670223477
8.744	5.96	9.56	-2.095376390780309
8.745000000000001	5.96	9.56	-2.096099686872987
8.746	5.96	9.56	-2.0968186553003814
8.747	5.96	9.56	-2.09753329606249
8.748	5.96	9.58	-1.996989948803084
8.749	5.96	9.58	-1.997542813157058
8.75	5.98	9.58	-2.0536963280928857
8.751	5.98	9.58	-2.0543339370379634
8.752	5.98	9.58	-2.0549678643515126
8.753	5.98	9.58	-2.0555981100335337
8.754	5.98	9.58	-2.056224674084027
8.755	5.98	9.58	-2.0568475565029933
8.756	5.98	9.58	-2.057466757290431
8.757	5.98	9.6	-2.0755650365491474
8.758000000000001	5.98	9.62	-2.020997748024332
8.759	5.98	9.62	-2.0215343815427476
8.76	5.98	9.62	-2.022067333429635
8.761000000000001	5.98	9.62	-2.022596603684994
8.762	5.98	9.62	-2.023122192308825
8.763	5.98	9.62	-2.0236440993011287
8.764	5.98	9.62	-2.0241623246619045
8.765	5.98	9.62	-2.0246768683911522
8.766	5.98	9.62	-2.0251877304888724
8.767	5.98	9.62	-2.0256949109550644
8.768	5.98	9.62	-2.0261984097897288
8.769	5.98	9.62	-2.026698226992866
8.77	5.98	9.62	-2.027194362564474
8.771	5.98	9.62	-2.0276868165045556
8.772	5.98	9.62	-2.028175588813108
8.773	6.000000000000001	9.62	-2.017806379640858
8.774000000000001	6.000000000000001	9.62	-2.018160953456857
8.775	6.000000000000001	9.62	-2.018512168658206
8.776	6.000000000000001	9.62	-2.018860025244905
8.777000000000001	6.000000000000001	9.62	-2.0192045232169544
8.778	6.000000000000001	9.62	-2.0195456625743544
8.779	6.000000000000001	9.62	-2.0198834433171045
8.78	6.000000000000001	9.62	-2.020217865445204
8.781	6.000000000000001	9.62	-2.020548928958655
8.782	6.000000000000001	9.62	-2.0208766338574558
8.783	6.000000000000001	9.62	-2.0212009801416073
8.784	6.000000000000001	9.62	-2.021521967811109
8.785	6.000000000000001	9.62	-2.0218395968659615
8.786	6.000000000000001	9.62	-2.0221538673061628
8.787	6.000000000000001	9.62	-2.022464779131715
8.788	6.000000000000001	9.62	-2.022772332342618
8.789	6.000000000000001	9.62	-2.023076526938871
8.790000000000001	6.000000000000001	9.62	-2.023377362920474
8.791	6.000000000000001	9.62	-2.0236748402874274
8.792	6.000000000000001	9.62	-2.023968959039731
8.793000000000001	6.000000000000001	9.62	-2.0242597191773855
8.794	6.000000000000001	9.639999999999999	-1.980865252447358
8.795	6.000000000000001	9.639999999999999	-1.9812239643715277
8.796	6.000000000000001	9.639999999999999	-1.9815789946641706
8.797	6.000000000000001	9.639999999999999	-1.9819303433252844
8.798	6.000000000000001	9.639999999999999	-1.982278010354871
8.799	6.000000000000001	9.639999999999999	-1.9826219957529299
8.8	6.000000000000001	9.66	-2.002469919370807
8.801	6.000000000000001	9.66	-2.0029910509420024
8.802	6.000000000000001	9.68	-2.0228818279468994
8.803	6.0200000000000005	9.68	-2.0066546043511044
8.804	6.0200000000000005	9.68	-2.0071639639970584
8.805	6.0200000000000005	9.68	-2.007669318994606
8.806000000000001	6.0200000000000005	9.68	-2.0081706693437487
8.807	6.0200000000000005	9.68	-2.0086680150444853
8.808	6.0200000000000005	9.68	-2.0091613560968167
8.809000000000001	6.0200000000000005	9.68	-2.0096506925007405
8.81	6.0200000000000005	9.68	-2.0101360242562585
8.811	6.0200000000000005	9.68	-2.0106173513633716
8.812	6.0200000000000005	9.68	-2.011094673822078
8.813	6.0200000000000005	9.68	-2.0115679916323783
8.814	6.0200000000000005	9.68	-2.0120373047942732
8.815	6.0200000000000005	9.68	-2.0125026133077615
8.816	6.0200000000000005	9.68	-2.012963917172844
8.817	6.0200000000000005	9.7	-2.0240996692179825
8.818	6.0200000000000005	9.7	-2.024327826066795
8.819	6.0200000000000005	9.7	-2.02455230128408
8.82	6.0200000000000005	9.7	-2.024773094869837
8.821	6.0200000000000005	9.7	-2.0249902068240666
8.822000000000001	6.0200000000000005	9.7	-2.0252036371467677
8.823	6.0200000000000005	9.7	-2.0254133858379415
8.824	6.0200000000000005	9.7	-2.0256194528975873
8.825000000000001	6.0200000000000005	9.7	-2.0258218383257054
8.826	6.0200000000000005	9.7	-2.026020542122295
8.827	6.0200000000000005	9.7	-2.0262155642873583
8.828	6.0200000000000005	9.719999999999999	-2.0778373726903405
8.829	6.0200000000000005	9.719999999999999	-2.077731104716589
8.83	6.0200000000000005	9.719999999999999	-2.077620832094432
8.831	6.0200000000000005	9.739999999999998	-2.09864660610785
8.832	6.0200000000000005	9.739999999999998	-2.0985309275780626
8.833	6.0200000000000005	9.739999999999998	-2.0984115674167474
8.834	6.0200000000000005	9.739999999999998	-2.098288525623904
8.835	6.0200000000000005	9.739999999999998	-2.098161802199533
8.836	6.0200000000000005	9.739999999999998	-2.0980313971436333
8.837	6.0200000000000005	9.739999999999998	-2.0978973104562075
8.838000000000001	6.0200000000000005	9.739999999999998	-2.0977595421372524
8.839	6.0200000000000005	9.739999999999998	-2.09761809218677
8.84	6.0200000000000005	9.739999999999998	-2.097472960604759
8.841	6.0200000000000005	9.739999999999998	-2.0973241473912205
8.842	6.0200000000000005	9.739999999999998	-2.0971716525461557
8.843	6.0200000000000005	9.739999999999998	-2.0970154760695614
8.844	6.04	9.739999999999998	-2.120458700953567
8.845	6.04	9.739999999999998	-2.1202634764054946
8.846	6.04	9.759999999999998	-2.118249056319171
8.847	6.04	9.759999999999998	-2.1179374219154314
8.848	6.04	9.759999999999998	-2.117622105880164
8.849	6.04	9.759999999999998	-2.1173031082133686
8.85	6.04	9.759999999999998	-2.116980428915045
8.851	6.04	9.759999999999998	-2.116654067985194
8.852	6.04	9.759999999999998	-2.1163240254238147
8.853	6.04	9.759999999999998	-2.1159903012309074
8.854000000000001	6.04	9.759999999999998	-2.1156528954064733
8.855	6.04	9.759999999999998	-2.1153118079505107
8.856	6.04	9.759999999999998	-2.1149670388630204
8.857	6.04	9.759999999999998	-2.114618588144002
8.858	6.04	9.759999999999998	-2.114266455793456
8.859	6.04	9.759999999999998	-2.113910641811382
8.86	6.04	9.759999999999998	-2.1135511461977807
8.861	6.04	9.759999999999998	-2.1131879689526505
8.862	6.04	9.759999999999998	-2.112821110075994
8.863	6.04	9.759999999999998	-2.1124505695678075
8.864	6.04	9.799999999999999	-2.006286044275632
8.865	6.04	9.799999999999999	-2.0057737859134193
8.866	6.04	9.799999999999999	-2.0052578459196795
8.867	6.04	9.799999999999999	-2.004738224294412
8.868	6.04	9.799999999999999	-2.0042149210376166
8.869	6.04	9.799999999999999	-2.0036879361492934
8.870000000000001	6.04	9.799999999999999	-2.0031572696294417
8.871	6.04	9.799999999999999	-2.0026229214780624
8.872	6.04	9.799999999999999	-2.002084891695155
8.873	6.04	9.799999999999999	-2.0015431802807213
8.874	6.04	9.799999999999999	-2.0009977872347577
8.875	6.04	9.799999999999999	-2.000448712557268
8.876	6.04	9.799999999999999	-1.999895956248249
8.877	6.0600000000000005	9.799999999999999	-2.026482458234889
8.878	6.0600000000000005	9.799999999999999	-2.025890758533187
8.879	6.0600000000000005	9.799999999999999	-2.0252957002168346
8.88	6.0600000000000005	9.799999999999999	-2.0246972832858336
8.881	6.0600000000000005	9.799999999999999	-2.0240955077401823
8.882	6.0600000000000005	9.799999999999999	-2.023490373579882
8.883000000000001	6.0600000000000005	9.799999999999999	-2.0228818808049316
8.884	6.0600000000000005	9.799999999999999	-2.022270029415331
8.885	6.0600000000000005	9.799999999999999	-2.021654819411081
8.886000000000001	6.0600000000000005	9.799999999999999	-2.0210362507921817
8.887	6.0600000000000005	9.799999999999999	-2.0204143235586325
8.888	6.0600000000000005	9.799999999999999	-2.0197890377104333
8.889	6.0600000000000005	9.799999999999999	-2.0191603932475846
8.89	6.0600000000000005	9.799999999999999	-2.018528390170086
8.891	6.0600000000000005	9.799999999999999	-2.0178930284779377
8.892	6.0600000000000005	9.799999999999999	-2.01725430817114
8.893	6.0600000000000005	9.799999999999999	-2.0166122292496924
8.894	6.0600000000000005	9.799999999999999	-2.0159667917135957
8.895	6.0600000000000005	9.799999999999999	-2.0153179955628477
8.896	6.0600000000000005	9.799999999999999	-2.0146658407974516
8.897	6.0600000000000005	9.799999999999999	-2.014010327417405
8.898	6.0600000000000005	9.799999999999999	-2.013351455422709
8.899000000000001	6.0600000000000005	9.799999999999999	-2.012689224813363
8.9	6.0600000000000005	9.799999999999999	-2.0120236355893675
8.901	6.0600000000000005	9.799999999999999	-2.0113546877507225
8.902000000000001	6.0600000000000005	9.799999999999999	-2.0106823812974275
8.903	6.080000000000001	9.799999999999999	-2.0068948508551436
8.904	6.080000000000001	9.799999999999999	-2.0063100592228293
8.905	6.080000000000001	9.82	-2.0269206578233985
8.906	6.080000000000001	9.82	-2.0262706698055992
8.907	6.100000000000001	9.82	-2.0736219204784283
8.908	6.100000000000001	9.82	-2.0729513191663873
8.909	6.100000000000001	9.82	-2.072276390189063
8.91	6.100000000000001	9.82	-2.0715971335464527
8.911	6.100000000000001	9.82	-2.07091354923856
8.912	6.100000000000001	9.82	-2.0702256372653816
8.913	6.100000000000001	9.840000000000002	-2.0196054807793176
8.914	6.100000000000001	9.840000000000002	-2.019073904844047
8.915000000000001	6.100000000000001	9.840000000000002	-2.018537678226614
8.916	6.100000000000001	9.840000000000002	-2.017996800927019
8.917	6.100000000000001	9.840000000000002	-2.0174512729452623
8.918000000000001	6.100000000000001	9.860000000000001	-1.9893690681486937
8.919	6.100000000000001	9.860000000000001	-1.9887443145689587
8.92	6.100000000000001	9.860000000000001	-1.9881152333239394
8.921	6.100000000000001	9.860000000000001	-1.9874818244136363
8.922	6.120000000000001	9.860000000000001	-1.99176998416398
8.923	6.120000000000001	9.860000000000001	-1.9914785012698573
8.924	6.120000000000001	9.860000000000001	-1.9911830137273283
8.925	6.120000000000001	9.860000000000001	-1.9908835215363934
8.926	6.120000000000001	9.860000000000001	-1.9905800246970526
8.927	6.120000000000001	9.860000000000001	-1.990272523209306
8.928	6.120000000000001	9.860000000000001	-1.9899610170731528
8.929	6.120000000000001	9.88	-1.9884955304186818
8.93	6.120000000000001	9.88	-1.9883813141794362
8.931000000000001	6.120000000000001	9.88	-1.988262770274906
8.932	6.120000000000001	9.88	-1.9881398987050922
8.933	6.1400000000000015	9.88	-1.9938147445484198
8.934000000000001	6.1400000000000015	9.9	-1.9908431423050148
8.935	6.1400000000000015	9.920000000000002	-1.9511154762035858
8.936	6.1400000000000015	9.920000000000002	-1.9509779938802885
8.937	6.1400000000000015	9.940000000000001	-1.9279520855808603
8.938	6.1400000000000015	9.940000000000001	-1.9280303251705513
8.939	6.1400000000000015	9.940000000000001	-1.9281042370949582
8.94	6.1400000000000015	9.940000000000001	-1.9281738213540813
8.941	6.1400000000000015	9.940000000000001	-1.92823907794792
8.942	6.1400000000000015	9.940000000000001	-1.9283000068764742
8.943	6.1400000000000015	9.940000000000001	-1.928356608139745
8.944	6.160000000000002	9.940000000000001	-2.0433551379021586
8.945	6.160000000000002	9.940000000000001	-2.043475667186264
8.946	6.160000000000002	9.940000000000001	-2.0435915457882077
8.947000000000001	6.160000000000002	9.940000000000001	-2.0437027737079894
8.948	6.160000000000002	9.940000000000001	-2.0438093509456086
8.949	6.160000000000002	9.940000000000001	-2.0439112775010653
8.950000000000001	6.160000000000002	9.940000000000001	-2.044008553374359
8.951	6.160000000000002	9.940000000000001	-2.0441011785654917
8.952	6.160000000000002	9.940000000000001	-2.044189153074462
8.953	6.160000000000002	9.940000000000001	-2.0442724769012686
8.954	6.160000000000002	9.96	-2.0475077267782282
8.955	6.160000000000002	9.96	-2.047663980124705
8.956	6.160000000000002	9.96	-2.0478159058058982
8.957	6.160000000000002	9.96	-2.0479635038218076
8.958	6.160000000000002	9.96	-2.0481067741724313
8.959	6.160000000000002	9.96	-2.0482457168577723
8.96	6.160000000000002	9.96	-2.0483803318778286
8.961	6.160000000000002	9.96	-2.0485106192326006
8.962	6.160000000000002	9.96	-2.0486365789220886
8.963000000000001	6.160000000000002	9.96	-2.0487582109462923
8.964	6.160000000000002	9.96	-2.048875515305212
8.965	6.160000000000002	9.96	-2.048988491998848
8.966	6.160000000000002	9.96	-2.0490971410271985
8.967	6.160000000000002	9.96	-2.0492014623902666
8.968	6.160000000000002	9.96	-2.0493014560880494
8.969	6.160000000000002	9.96	-2.049397122120549
8.97	6.160000000000002	9.96	-2.0494884604877632
8.971	6.160000000000002	9.96	-2.0495754711896943
8.972	6.160000000000002	9.96	-2.049658154226341
8.973	6.160000000000002	9.96	-2.0497365095977034
8.974	6.160000000000002	9.96	-2.0498105373037814
8.975	6.160000000000002	9.96	-2.0498802373445764
8.976	6.160000000000002	9.96	-2.0499456097200865
8.977	6.160000000000002	9.980000000000002	-2.0056583057507393
8.978	6.160000000000002	9.980000000000002	-2.0056811080248025
8.979000000000001	6.160000000000002	9.980000000000002	-2.00569990565046
8.98	6.160000000000002	9.980000000000002	-2.0057146986277115
8.981	6.160000000000002	9.980000000000002	-2.005725486956556
8.982	6.160000000000002	9.980000000000002	-2.0057322706369956
8.983	6.160000000000002	9.980000000000002	-2.005735049669029
8.984	6.160000000000002	9.980000000000002	-2.0057338240526565
8.985	6.160000000000002	9.980000000000002	-2.005728593787878
8.986	6.160000000000002	9.980000000000002	-2.005719358874693
8.987	6.160000000000002	9.980000000000002	-2.0057061193131025
8.988	6.160000000000002	9.980000000000002	-2.005688875103106
8.989	6.160000000000002	9.980000000000002	-2.0056676262447035
8.99	6.160000000000002	9.980000000000002	-2.005642372737895
8.991	6.160000000000002	9.980000000000002	-2.0056131145826805
8.992	6.160000000000002	9.980000000000002	-2.0055798517790597
8.993	6.160000000000002	9.980000000000002	-2.005542584327033
8.994	6.160000000000002	9.980000000000002	-2.0055013122266003
8.995000000000001	6.160000000000002	9.980000000000002	-2.005456035477762
8.996	6.160000000000002	9.980000000000002	-2.005406754080518
8.997	6.160000000000002	9.980000000000002	-2.0053534680348672
8.998	6.160000000000002	9.980000000000002	-2.0052961773408104
8.999	6.160000000000002	9.980000000000002	-2.0052348819983483
9.0	6.160000000000002	9.980000000000002	-2.00516958200748
9.001	6.160000000000002	9.980000000000002	-2.0051002773682054
9.002	6.160000000000002	9.980000000000002	-2.005026968080524
9.003	6.160000000000002	9.980000000000002	-2.004949654144438
9.004	6.160000000000002	9.980000000000002	-2.0048683355599457
9.005	6.160000000000002	9.980000000000002	-2.004783012327047
