# t 	 Sigma_L 	 Sigma_R 	 ILR 
1.439	1.0600000000000005	1.7200000000000009	0.02549715348629043
1.44	1.0600000000000005	1.7200000000000009	0.02572556878246003
1.441	1.0600000000000005	1.7200000000000009	0.02595605062576689
1.442	1.0600000000000005	1.7200000000000009	0.026188599016210852
1.443	1.0600000000000005	1.7200000000000009	0.02642321395379198
1.444	1.0600000000000005	1.7200000000000009	0.02665989543851025
1.445	1.0600000000000005	1.7200000000000009	0.026898643470365677
1.446	1.0600000000000005	1.7200000000000009	0.027139458049358182
1.447	1.0600000000000005	1.7200000000000009	0.027382339175487786
1.448	1.0600000000000005	1.7200000000000009	0.02762728684875467
1.449	1.0600000000000005	1.7200000000000009	0.02787430106915858
1.45	1.0600000000000005	1.7200000000000009	0.028123381836699678
1.451	1.0600000000000005	1.7200000000000009	0.028374529151377982
1.452	1.0600000000000005	1.7200000000000009	0.028627743013193346
1.453	1.0600000000000005	1.7200000000000009	0.028883023422145885
1.454	1.0600000000000005	1.7200000000000009	0.02914037037823549
1.455	1.0600000000000005	1.7200000000000009	0.029399783881462336
1.456	1.0600000000000005	1.7200000000000009	0.02966126393182635
1.457	1.0600000000000005	1.7200000000000009	0.029924810529327397
1.458	1.0600000000000005	1.7200000000000009	0.030190423673965773
1.459	1.0600000000000005	1.7200000000000009	0.030458103365741118
1.46	1.0600000000000005	1.7200000000000009	0.030727849604653665
1.461	1.0600000000000005	1.7200000000000009	0.030999662390703307
1.462	1.0600000000000005	1.7200000000000009	0.03127354172389016
1.463	1.0600000000000005	1.7200000000000009	0.03154948760421414
1.464	1.0600000000000005	1.7200000000000009	0.03182750003167524
1.465	1.0600000000000005	1.7200000000000009	0.03210757900627356
1.466	1.0600000000000005	1.7200000000000009	0.03238972452800892
1.467	1.0600000000000005	1.7200000000000009	0.032673936596881455
1.468	1.0600000000000005	1.7200000000000009	0.03296021521289119
1.469	1.0600000000000005	1.7200000000000009	0.033248560376038024
1.47	1.0600000000000005	1.7200000000000009	0.03353897208632195
1.471	1.0600000000000005	1.7200000000000009	0.03383145034374309
1.472	1.0600000000000005	1.7200000000000009	0.03412599514830134
1.473	1.0600000000000005	1.7200000000000009	0.03442260649999676
1.474	1.0600000000000005	1.7200000000000009	0.034721284398829294
1.475	1.0600000000000005	1.7200000000000009	0.03502202884479895
1.476	1.0600000000000005	1.7400000000000009	0.02189896873250535
1.477	1.0800000000000003	1.7400000000000009	-0.005944422221689907
1.478	1.0800000000000003	1.7400000000000009	-0.005657596243266699
1.479	1.0800000000000003	1.7400000000000009	-0.005368703717706473
1.48	1.0800000000000003	1.7400000000000009	-0.005077744645009083
1.481	1.0800000000000003	1.7400000000000009	-0.004784719025174446
1.482	1.1000000000000003	1.7400000000000009	-0.02622133588972387
1.483	1.1000000000000003	1.7400000000000009	-0.025868828212391205
1.484	1.1000000000000003	1.7400000000000009	-0.025513930971043222
1.485	1.1000000000000003	1.7400000000000009	-0.02515664416568001
1.486	1.1000000000000003	1.7400000000000009	-0.024796967796301438
1.487	1.1000000000000003	1.7400000000000009	-0.024434901862907636
1.488	1.1000000000000003	1.7400000000000009	-0.024070446365498557
1.489	1.1000000000000003	1.7400000000000009	-0.023703601304074166
1.49	1.1000000000000003	1.7400000000000009	-0.023334366678634498
1.491	1.1000000000000003	1.7400000000000009	-0.022962742489179573
1.492	1.1000000000000003	1.7400000000000009	-0.022588728735709322
1.493	1.1000000000000003	1.7400000000000009	-0.022212325418223725
1.494	1.1000000000000003	1.7400000000000009	-0.021833532536722967
1.495	1.1000000000000003	1.7400000000000009	-0.021452350091206863
1.496	1.1000000000000003	1.7400000000000009	-0.021068778081675503
1.497	1.1000000000000003	1.7400000000000009	-0.020682816508128844
1.498	1.1000000000000003	1.7400000000000009	-0.020294465370566943
1.499	1.1000000000000003	1.7400000000000009	-0.01990372466898964
1.5	1.1000000000000003	1.7400000000000009	-0.019510594403397134
1.5010000000000001	1.1000000000000003	1.7400000000000009	-0.019115074573789345
1.502	1.1200000000000003	1.7400000000000009	-0.03135972714926515
1.5030000000000001	1.1200000000000003	1.7400000000000009	-0.03100205526555353
1.504	1.1200000000000003	1.7400000000000009	-0.030642316834704815
1.5050000000000001	1.1200000000000003	1.7400000000000009	-0.030280511856718893
1.506	1.1200000000000003	1.7400000000000009	-0.029916640331595926
1.5070000000000001	1.1200000000000003	1.7400000000000009	-0.02955070225933562
1.508	1.1200000000000003	1.7400000000000009	-0.029182697639938297
1.5090000000000001	1.1200000000000003	1.7400000000000009	-0.028812626473403852
1.51	1.1200000000000003	1.7400000000000009	-0.02844048875973216
1.5110000000000001	1.1200000000000003	1.7400000000000009	-0.028066284498923448
1.512	1.1200000000000003	1.7400000000000009	-0.02769001369097754
1.5130000000000001	1.1200000000000003	1.7400000000000009	-0.027311676335894493
1.514	1.1200000000000003	1.7400000000000009	-0.026931272433674228
1.5150000000000001	1.1200000000000003	1.7400000000000009	-0.026548801984316847
1.516	1.1200000000000003	1.7400000000000009	-0.026164264987822428
1.5170000000000001	1.1200000000000003	1.7400000000000009	-0.025777661444190775
1.518	1.1200000000000003	1.7400000000000009	-0.02538899135342202
1.5190000000000001	1.1200000000000003	1.7400000000000009	-0.024998254715516123
1.52	1.1200000000000003	1.7400000000000009	-0.02460545153047297
1.5210000000000001	1.1200000000000003	1.760000000000001	-0.021923570313831367
1.522	1.1200000000000003	1.760000000000001	-0.021596645000728373
1.5230000000000001	1.1200000000000003	1.760000000000001	-0.02126733012361008
1.524	1.1200000000000003	1.760000000000001	-0.020935625682476526
1.5250000000000001	1.1200000000000003	1.760000000000001	-0.02060153167732766
1.526	1.1200000000000003	1.760000000000001	-0.02026504810816355
1.5270000000000001	1.1200000000000003	1.760000000000001	-0.019926174974984133
1.528	1.1200000000000003	1.760000000000001	-0.019584912277789447
1.5290000000000001	1.1200000000000003	1.760000000000001	-0.019241260016579463
1.53	1.1400000000000003	1.760000000000001	0.01977180219242676
1.5310000000000001	1.1400000000000003	1.760000000000001	0.019990426670593843
1.532	1.1400000000000003	1.760000000000001	0.020211763729654546
1.5330000000000001	1.1400000000000003	1.760000000000001	0.02043581336960859
1.534	1.1400000000000003	1.760000000000001	0.020662575590456
1.5350000000000001	1.1400000000000003	1.760000000000001	0.020892050392196836
1.536	1.1400000000000003	1.760000000000001	0.02112423777483116
1.537	1.1400000000000003	1.760000000000001	0.0213591377383589
1.538	1.1400000000000003	1.760000000000001	0.021596750282780054
1.539	1.1400000000000003	1.760000000000001	0.02183707540809468
1.54	1.1600000000000001	1.760000000000001	-0.02189823043568128
1.541	1.1600000000000001	1.760000000000001	-0.02170290748055001
1.542	1.1600000000000001	1.760000000000001	-0.021504548927647138
1.543	1.1600000000000001	1.780000000000001	-0.03393436962853037
1.544	1.1600000000000001	1.780000000000001	-0.033739735211730966
1.545	1.1600000000000001	1.780000000000001	-0.033541742180282025
1.546	1.1600000000000001	1.780000000000001	-0.03334039053418316
1.547	1.1600000000000001	1.780000000000001	-0.03313568027343476
1.548	1.1600000000000001	1.780000000000001	-0.03292761139803662
1.549	1.1600000000000001	1.780000000000001	-0.03271618390798875
1.55	1.1600000000000001	1.780000000000001	-0.03250139780329113
1.551	1.1600000000000001	1.780000000000001	-0.032283253083943836
1.552	1.1600000000000001	1.780000000000001	-0.03206174974994687
1.553	1.1600000000000001	1.780000000000001	-0.031836887801300166
1.554	1.1600000000000001	1.780000000000001	-0.03160866723800379
1.555	1.1600000000000001	1.780000000000001	-0.03137708806005761
